country,year,illiteracy_male,illiteracy_female,female_to_male_ratio,illiterate_total
venezuela,2016,98.0,99.0,1.010204081632653,197.0
vietnam,1999,95.0,94.0,0.9894736842105263,189.0
vietnam,2000,96.0,94.0,0.9791666666666666,190.0
vietnam,2009,97.0,97.0,1.0,194.0
vietnam,2019,99.0,99.0,1.0,198.0
vietnam,2020,97.48152,98.96916,1.015260738650772,196.45068
vietnam,2022,99.0,99.0,1.0,198.0
yemen,1994,83.0,35.0,0.42168674698795183,118.0
yemen,2023,61.76,76.91698,1.2454174222797927,138.67698
zambia,1990,67.0,66.0,0.9850746268656716,133.0
zambia,1999,73.0,66.0,0.9041095890410958,139.0
zambia,2002,78.0,66.0,0.8461538461538461,144.0
zambia,2010,91.0,87.0,0.9560439560439561,178.0
zambia,2018,82.44786,72.90992,0.884315493452468,155.35778
zimbabwe,1992,97.0,94.0,0.9690721649484536,191.0
zimbabwe,2019,90.77383,94.2159,1.037919188823475,184.98973
