country,year,illiteracy_male,illiteracy_female,female_to_male_ratio,illiterate_total
lesotho,2018,92.35318,98.26914,1.0640579999519237,190.62232
liberia,2007,77.33,51.49,0.6658476658476659,128.82
liberia,2013,83.75,63.2,0.7546268656716418,146.95
lithuania,2001,100.0,100.0,1.0,200.0
lithuania,2011,100.0,100.0,1.0,200.0
macao,2001,99.0,100.0,1.0101010101010102,199.0
macao,2006,100.0,100.0,1.0,200.0
macao,2011,100.0,100.0,1.0,200.0
macao,2016,100.0,100.0,1.0,200.0
madagascar,2000,73.0,68.0,0.9315068493150684,141.0
madagascar,2005,59.0,56.0,0.9491525423728814,115.0
madagascar,2012,78.0,75.0,0.9615384615384616,153.0
madagascar,2018,81.0,79.0,0.9753086419753086,160.0
madagascar,2021,82.52617,82.23735,0.9965002616745696,164.76352
malawi,1998,82.0,71.0,0.8658536585365854,153.0
malawi,2020,81.30133,80.14176,0.9857373796960026,161.44308999999998
malaysia,1991,96.0,95.0,0.9895833333333334,191.0
malaysia,2000,97.0,97.0,1.0,194.0
malaysia,2010,98.0,98.0,1.0,196.0
malaysia,2016,97.0,98.0,1.0103092783505154,195.0
malaysia,2017,97.0,97.0,1.0,194.0
malaysia,2018,97.0,97.0,1.0,194.0
malaysia,2019,97.0,97.0,1.0,194.0
malaysia,2022,99.0,98.0,0.98989898989899,197.0
maldives,1990,98.0,98.0,1.0,196.0
maldives,1995,98.0,98.0,1.0,196.0
maldives,2000,98.0,98.0,1.0,196.0
maldives,2006,99.0,99.0,1.0,198.0
maldives,2014,99.0,99.0,1.0,198.0
maldives,2016,98.0,99.0,1.010204081632653,197.0
maldives,2017,97.31116,99.67299,1.0242709058241624,196.98415
maldives,2019,98.62147,98.86908,1.0025107109030111,197.49054999999998
mali,1998,32.0,17.0,0.53125,49.0
mali,2006,47.0,31.0,0.6595744680851063,78.0
mali,2010,56.0,34.0,0.6071428571428571,90.0
mali,2011,56.0,30.0,0.5357142857142857,86.0
mali,2015,61.0,39.0,0.639344262295082,100.0
mali,2018,58.0,43.0,0.7413793103448276,101.0
mali,2020,44.16,60.92,1.3795289855072466,105.08
malta,1995,94.0,98.0,1.0425531914893618,192.0
malta,2005,97.0,99.0,1.0206185567010309,196.0
malta,2011,98.0,99.0,1.010204081632653,197.0
marshall islands,2011,98.0,99.0,1.010204081632653,197.0
mauritania,2000,68.0,55.0,0.8088235294117647,123.0
mauritania,2013,74.0,68.0,0.918918918918919,142.0
mauritania,2015,86.73236,75.69968,0.8727962665837756,162.43204
mauritania,2020,75.25897,66.98027,0.8899971657863508,142.23924
mauritius,1990,91.0,92.0,1.010989010989011,183.0
mauritius,2000,94.0,95.0,1.0106382978723405,189.0
mauritius,2011,98.0,99.0,1.010204081632653,197.0
mexico,1990,96.0,95.0,0.9895833333333334,191.0
mexico,2000,97.2,97.4,1.0020576131687242,194.60000000000002
mexico,2002,97.8,97.2,0.9938650306748467,195.0
mexico,2004,97.1,97.5,1.004119464469619,194.6
mexico,2005,98.0,98.0,1.0,196.0
mexico,2006,98.1,97.7,0.9959225280326198,195.8
mexico,2007,98.0,98.0,1.0,196.0
mexico,2008,98.2,98.3,1.0010183299389002,196.5
mexico,2009,99.0,98.0,0.98989898989899,197.0
mexico,2010,98.2,98.6,1.0040733197556007,196.8
mexico,2011,98.0,99.0,1.010204081632653,197.0
mexico,2012,98.6,98.9,1.0030425963488845,197.5
mexico,2013,99.0,99.0,1.0,198.0
mexico,2014,98.4,98.9,1.0050813008130082,197.3
mexico,2015,99.0,99.0,1.0,198.0
mexico,2016,98.5,98.7,1.002030456852792,197.2
mexico,2017,99.0,99.0,1.0,198.0
mexico,2018,98.4,98.8,1.0040650406504064,197.2
mexico,2020,98.8,99.1,1.0030364372469636,197.89999999999998
mexico,2022,98.7,99.2,1.005065856129686,197.9
moldova,2000,99.0,100.0,1.0101010101010102,199.0
moldova,2005,99.87,99.95,1.0008010413537598,199.82
moldova,2012,100.0,99.84,0.9984000000000001,199.84
moldova,2014,100.0,100.0,1.0,200.0
mongolia,2000,97.0,98.0,1.0103092783505154,195.0
mongolia,2010,98.0,99.0,1.010204081632653,197.0
mongolia,2018,99.6363,99.42351,0.9978643325775846,199.05981
mongolia,2020,99.0,99.0,1.0,198.0
mongolia,2022,99.61688,99.77098,1.001546926585133,199.38786
montenegro,1991,99.0,99.0,1.0,198.0
montenegro,2003,99.0,99.0,1.0,198.0
montenegro,2011,99.0,99.0,1.0,198.0
montenegro,2018,96.23099,98.95459,1.0283027328306609,195.18558000000002
morocco,1994,71.0,46.0,0.647887323943662,117.0
morocco,2004,81.0,60.0,0.7407407407407407,141.0
morocco,2008,86.0,70.0,0.813953488372093,156.0
morocco,2009,87.0,72.0,0.8275862068965517,159.0
morocco,2011,89.0,74.0,0.8314606741573034,163.0
morocco,2012,94.0,88.0,0.9361702127659575,182.0
mozambique,1997,59.0,37.0,0.6271186440677966,96.0
mozambique,2003,74.0,50.0,0.6756756756756757,124.0
mozambique,2009,80.0,57.0,0.7125,137.0
mozambique,2015,79.0,63.0,0.7974683544303798,142.0
mozambique,2017,77.0,65.0,0.8441558441558441,142.0
mozambique,2020,76.0,65.0,0.8552631578947368,141.0
myanmar,2000,96.0,93.0,0.96875,189.0
myanmar,2014,94.0,94.0,1.0,188.0
myanmar,2016,91.15811,89.64611,0.9834134340872139,180.80422
myanmar,2019,95.0,96.0,1.0105263157894737,191.0
namibia,1991,86.0,90.0,1.0465116279069768,176.0
namibia,2000,88.26,90.65,1.0270790845230002,178.91000000000003
namibia,2001,91.0,94.0,1.032967032967033,185.0
namibia,2007,88.77,93.54,1.0537343697194999,182.31
namibia,2011,93.0,95.0,1.021505376344086,188.0
namibia,2013,92.08,96.09,1.0435490877497828,188.17000000000002
nepal,1991,68.0,33.0,0.4852941176470588,101.0
nepal,2001,81.0,60.0,0.7407407407407407,141.0
nepal,2006,94.24,75.51,0.8012521222410867,169.75
nepal,2011,90.0,80.0,0.8888888888888888,170.0
nepal,2016,94.43616,84.58498,0.8956842379020917,179.02114
nepal,2019,96.80686,92.07302,0.9511001596374472,188.87988
nepal,2022,97.16,89.2,0.9180732811856732,186.36
new caledonia,1996,99.0,99.0,1.0,198.0
nicaragua,2001,85.3,89.4,1.0480656506447832,174.7
nicaragua,2005,89.4,92.7,1.0369127516778522,182.10000000000002
nicaragua,2009,92.6,94.8,1.0237580993520519,187.39999999999998
nicaragua,2014,94.1,96.6,1.026567481402763,190.7
niger,2001,26.0,14.0,0.5384615384615384,40.0
niger,2005,52.0,23.0,0.4423076923076923,75.0
niger,2006,33.02,11.17,0.3382798304058146,44.190000000000005
niger,2012,49.0,32.0,0.6530612244897959,81.0
niger,2018,56.88975,36.36699,0.6392538198884685,93.25674000000001
niger,2022,63.96316,44.7403,0.699469819815031,108.70346
nigeria,1991,81.0,62.0,0.7654320987654321,143.0
nigeria,2003,78.0,61.0,0.782051282051282,139.0
nigeria,2006,83.0,75.0,0.9036144578313253,158.0
nigeria,2008,78.5,51.6,0.6573248407643312,130.1
nigeria,2013,86.17,70.75,0.8210514100034815,156.92000000000002
nigeria,2016,78.43424,67.12351,0.8557934646909309,145.55775
nigeria,2018,71.80612,60.39587,0.8410964135090435,132.20199000000002
nigeria,2021,77.77638,69.04957,0.887796140679214,146.82595
north korea,2008,100.0,100.0,1.0,200.0
north macedonia,1994,99.0,99.0,1.0,198.0
north macedonia,2002,99.0,98.0,0.98989898989899,197.0
oman,2003,66.0,85.0,1.2878787878787878,151.0
oman,2008,98.0,98.0,1.0,196.0
oman,2010,97.0,98.0,1.0103092783505154,195.0
oman,2015,99.0,99.0,1.0,198.0
oman,2017,98.0,99.0,1.010204081632653,197.0
oman,2018,98.0,99.0,1.010204081632653,197.0
oman,2020,100.0,100.0,1.0,200.0
oman,2022,100.0,100.0,1.0,200.0
pakistan,1998,67.0,43.0,0.6417910447761194,110.0
pakistan,2005,77.0,53.0,0.6883116883116883,130.0
pakistan,2006,79.0,58.0,0.7341772151898734,137.0
pakistan,2007,75.0,57.0,0.76,132.0
pakistan,2008,79.0,61.0,0.7721518987341772,140.0
pakistan,2009,79.0,61.0,0.7721518987341772,140.0
pakistan,2010,80.0,62.0,0.775,142.0
pakistan,2011,78.0,63.0,0.8076923076923077,141.0
pakistan,2012,80.0,64.0,0.8,144.0
pakistan,2013,79.0,63.0,0.7974683544303798,142.0
pakistan,2014,80.0,66.0,0.825,146.0
pakistan,2017,81.0,68.0,0.8395061728395061,149.0
pakistan,2018,80.0,64.0,0.8,144.0
pakistan,2019,80.0,65.0,0.8125,145.0
pakistan,2021,79.45763,66.52292,0.8372124867051787,145.98055
palau,2013,100.0,100.0,1.0,200.0
palau,2015,98.0,99.0,1.010204081632653,197.0
palestine,1997,97.0,97.0,1.0,194.0
palestine,2004,99.0,99.0,1.0,198.0
palestine,2006,99.0,99.0,1.0,198.0
palestine,2007,99.0,99.0,1.0,198.0
palestine,2008,99.0,99.0,1.0,198.0
palestine,2009,99.0,99.0,1.0,198.0
palestine,2010,99.0,99.0,1.0,198.0
palestine,2011,99.0,99.0,1.0,198.0
palestine,2012,99.0,99.0,1.0,198.0
palestine,2013,99.0,99.0,1.0,198.0
palestine,2014,99.0,99.0,1.0,198.0
palestine,2015,99.0,99.0,1.0,198.0
palestine,2016,99.0,99.0,1.0,198.0
palestine,2017,99.0,99.0,1.0,198.0
palestine,2018,99.0,99.0,1.0,198.0
palestine,2019,99.0,99.0,1.0,198.0
palestine,2020,99.0,99.0,1.0,198.0
palestine,2022,99.0,99.0,1.0,198.0
panama,1990,95.0,95.0,1.0,190.0
panama,2000,97.0,96.0,0.9896907216494846,193.0
panama,2010,98.0,97.0,0.9897959183673469,195.0
panama,2014,98.4,97.6,0.9918699186991868,196.0
panama,2015,98.4,98.1,0.996951219512195,196.5
panama,2016,99.1,98.4,0.9929364278506561,197.5
panama,2017,99.3,98.8,0.9949647532729103,198.1
panama,2018,99.3,98.9,0.9959718026183284,198.2
panama,2019,98.9,98.9,1.0,197.8
panama,2021,99.3,99.2,0.9989929506545822,198.5
panama,2022,99.4,99.3,0.9989939637826961,198.7
panama,2023,98.8,98.9,1.001012145748988,197.7
papua new guinea,2000,69.0,64.0,0.927536231884058,133.0
papua new guinea,2017,87.25939,78.08662,0.8948792788947986,165.34600999999998
paraguay,1992,96.0,95.0,0.9895833333333334,191.0
paraguay,2001,95.7,95.6,0.9989550679205851,191.3
paraguay,2002,97.6,97.3,0.9969262295081968,194.89999999999998
paraguay,2003,97.3,97.5,1.0020554984583763,194.8
paraguay,2004,97.3,97.2,0.998972250770812,194.5
paraguay,2005,97.6,98.1,1.0051229508196722,195.7
paraguay,2006,98.4,97.9,0.9949186991869918,196.3
paraguay,2007,98.6,98.8,1.002028397565923,197.39999999999998
paraguay,2008,97.6,98.2,1.0061475409836067,195.8
paraguay,2009,98.0,99.0,1.010204081632653,197.0
paraguay,2010,98.5,98.6,1.0010152284263958,197.1
paraguay,2011,98.3,98.7,1.0040691759918616,197.0
paraguay,2012,98.3,98.1,0.9979654120040692,196.39999999999998
paraguay,2013,98.6,99.2,1.0060851926977687,197.8
paraguay,2014,99.0,98.5,0.9949494949494949,197.5
paraguay,2015,98.4,99.0,1.0060975609756098,197.4
paraguay,2016,98.2,98.7,1.005091649694501,196.9
paraguay,2017,97.7,98.9,1.0122824974411464,196.60000000000002
paraguay,2018,97.7,98.9,1.0122824974411464,196.60000000000002
paraguay,2019,98.0,98.7,1.0071428571428571,196.7
paraguay,2020,98.6,98.7,1.0010141987829615,197.3
paraguay,2021,98.1,99.2,1.0112130479102956,197.3
paraguay,2022,98.5,98.8,1.0030456852791878,197.3
paraguay,2023,98.8,99.0,1.0020242914979758,197.8
peru,1993,97.0,94.0,0.9690721649484536,191.0
peru,2000,99.1,96.1,0.9697275479313825,195.2
peru,2001,98.2,96.1,0.9786150712830957,194.3
peru,2002,97.6,95.9,0.9825819672131149,193.5
peru,2003,97.6,96.0,0.9836065573770493,193.6
peru,2004,98.4,96.3,0.9786585365853657,194.7
peru,2005,98.1,96.8,0.9867482161060143,194.89999999999998
peru,2006,98.6,97.3,0.986815415821501,195.89999999999998
peru,2007,98.1,97.0,0.9887869520897045,195.1
peru,2008,98.2,97.5,0.9928716904276985,195.7
peru,2009,98.7,97.9,0.9918946301925026,196.60000000000002
peru,2010,98.6,98.0,0.9939148073022313,196.6
peru,2011,98.6,98.3,0.9969574036511156,196.89999999999998
peru,2012,98.7,98.7,1.0,197.4
peru,2013,98.9,98.9,1.0,197.8
peru,2014,99.2,98.8,0.9959677419354838,198.0
peru,2015,99.3,98.8,0.9949647532729103,198.1
peru,2016,99.1,98.8,0.9969727547931383,197.89999999999998
peru,2017,99.3,98.9,0.9959718026183284,198.2
peru,2018,99.1,99.0,0.9989909182643795,198.1
peru,2019,99.1,99.1,1.0,198.2
peru,2020,99.6,99.4,0.997991967871486,199.0
peru,2021,99.1,99.2,1.0010090817356208,198.3
peru,2022,99.3,99.3,1.0,198.6
peru,2023,99.3,99.4,1.001007049345418,198.7
philippines,1990,96.0,97.0,1.0104166666666667,193.0
philippines,1994,96.0,96.0,1.0,192.0
philippines,2000,94.0,96.0,1.0212765957446808,190.0
philippines,2003,94.0,97.0,1.0319148936170213,191.0
philippines,2008,97.0,98.0,1.0103092783505154,195.0
philippines,2013,97.0,99.0,1.0206185567010309,196.0
philippines,2015,99.0,99.0,1.0,198.0
philippines,2017,100.0,100.0,1.0,200.0
philippines,2019,98.0,99.0,1.010204081632653,197.0
philippines,2020,99.0,99.0,1.0,198.0
philippines,2022,100.0,99.51506,0.9951506000000001,199.51506
portugal,1991,99.0,99.0,1.0,198.0
portugal,2011,99.0,99.0,1.0,198.0
puerto rico,1990,92.0,94.0,1.0217391304347827,186.0
puerto rico,2010,99.0,99.0,1.0,198.0
puerto rico,2017,92.0,92.0,1.0,184.0
qatar,1997,94.0,96.0,1.0212765957446808,190.0
qatar,2004,95.0,98.0,1.0315789473684212,193.0
qatar,2007,99.0,99.0,1.0,198.0
qatar,2008,95.0,97.0,1.0210526315789474,192.0
qatar,2009,98.0,98.0,1.0,196.0
qatar,2010,96.0,98.0,1.0208333333333333,194.0
qatar,2011,98.0,99.0,1.010204081632653,197.0
qatar,2012,99.0,100.0,1.0101010101010102,199.0
qatar,2013,99.0,99.0,1.0,198.0
qatar,2014,98.0,100.0,1.0204081632653061,198.0
romania,1992,99.0,99.0,1.0,198.0
romania,2002,98.0,98.0,1.0,196.0
romania,2011,99.0,99.0,1.0,198.0
romania,2021,100.0,100.0,1.0,200.0
russia,2002,100.0,100.0,1.0,200.0
russia,2010,100.0,100.0,1.0,200.0
russia,2021,100.0,100.0,1.0,200.0
rwanda,2000,79.0,77.0,0.9746835443037974,156.0
rwanda,2005,72.72,68.21,0.9379812981298129,140.93
rwanda,2010,80.31,80.06,0.9968870626322999,160.37
rwanda,2012,81.0,83.0,1.0246913580246915,164.0
rwanda,2014,84.0,86.0,1.0238095238095237,170.0
rwanda,2015,87.92002,89.17011,1.0142184908511167,177.09013
rwanda,2018,84.0,89.0,1.0595238095238095,173.0
rwanda,2020,90.36046,92.69652,1.02585267936883,183.05698
rwanda,2022,88.0,92.0,1.0454545454545454,180.0
saint helena,1998,99.0,100.0,1.0101010101010102,199.0
saint lucia,2012,100.0,99.96,0.9995999999999999,199.95999999999998
samoa,1991,99.0,99.0,1.0,198.0
samoa,2011,99.0,99.0,1.0,198.0
samoa,2016,100.0,100.0,1.0,200.0
samoa,2019,98.54096,99.55731,1.010313985169213,198.09827
san marino,2022,100.0,100.0,1.0,200.0
sao tome and principe,1991,96.0,92.0,0.9583333333333334,188.0
sao tome and principe,2001,96.0,95.0,0.9895833333333334,191.0
sao tome and principe,2012,97.0,96.0,0.9896907216494846,193.0
sao tome and principe,2019,95.85022,95.07206,0.9918815001154927,190.92228
saudi arabia,1992,94.0,81.0,0.8617021276595744,175.0
saudi arabia,2000,98.0,94.0,0.9591836734693877,192.0
saudi arabia,2004,97.0,95.0,0.979381443298969,192.0
saudi arabia,2013,99.0,99.0,1.0,198.0
saudi arabia,2017,99.0,99.0,1.0,198.0
saudi arabia,2020,100.0,99.0,0.99,199.0
senegal,2002,58.0,41.0,0.7068965517241379,99.0
senegal,2005,57.43,34.01,0.5921991990248998,91.44
senegal,2006,58.0,45.0,0.7758620689655172,103.0
senegal,2009,72.0,55.0,0.7638888888888888,127.0
senegal,2011,74.0,59.0,0.7972972972972973,133.0
senegal,2013,63.0,51.0,0.8095238095238095,114.0
senegal,2014,63.45,51.06,0.8047281323877069,114.51
senegal,2015,65.78748,56.87536,0.864531670767751,122.66284
senegal,2016,69.407,59.88586,0.8628216174161109,129.29286
senegal,2017,76.0,64.0,0.8421052631578947,140.0
senegal,2018,66.22319,65.68582,0.9918854709354835,131.90901000000002
senegal,2019,68.82227,64.02553,0.9303025023731417,132.8478
senegal,2023,69.2685,65.59709,0.9469974086345163,134.86559
serbia,2003,99.0,99.0,1.0,198.0
serbia,2011,99.0,99.0,1.0,198.0
serbia,2016,100.0,100.0,1.0,200.0
serbia,2019,100.0,100.0,1.0,200.0
seychelles,1994,98.0,99.0,1.010204081632653,197.0
seychelles,2002,99.0,99.0,1.0,198.0
seychelles,2010,99.0,99.0,1.0,198.0
sierra leone,2004,60.0,37.0,0.6166666666666667,97.0
sierra leone,2008,73.58,41.3,0.5612938298450666,114.88
sierra leone,2013,79.69,57.34,0.7195382105659431,137.03
sierra leone,2017,78.74271,68.66314,0.8719936105831256,147.40585
sierra leone,2019,78.1976,67.86192,0.8678261225408452,146.05952
singapore,1990,99.0,99.0,1.0,198.0
singapore,2000,99.0,100.0,1.0101010101010102,199.0
singapore,2010,100.0,100.0,1.0,200.0
singapore,2011,100.0,100.0,1.0,200.0
singapore,2012,100.0,100.0,1.0,200.0
singapore,2013,100.0,100.0,1.0,200.0
singapore,2014,100.0,100.0,1.0,200.0
singapore,2015,100.0,100.0,1.0,200.0
singapore,2016,100.0,100.0,1.0,200.0
singapore,2017,100.0,100.0,1.0,200.0
singapore,2018,100.0,100.0,1.0,200.0
singapore,2019,100.0,100.0,1.0,200.0
singapore,2020,100.0,100.0,1.0,200.0
singapore,2021,100.0,100.0,1.0,200.0
slovenia,1991,100.0,100.0,1.0,200.0
somalia,2022,76.0,65.0,0.8552631578947368,141.0
south africa,1996,93.0,94.0,1.010752688172043,187.0
south africa,2007,97.0,98.0,1.0103092783505154,195.0
south africa,2009,98.0,99.0,1.010204081632653,197.0
south africa,2010,98.0,99.0,1.010204081632653,197.0
south africa,2011,98.0,99.0,1.010204081632653,197.0
south africa,2012,98.0,99.0,1.010204081632653,197.0
south africa,2014,99.0,99.0,1.0,198.0
south africa,2015,99.0,99.0,1.0,198.0
south africa,2016,95.83106,97.71958,1.019706763130868,193.55064
south africa,2017,94.0,97.0,1.0319148936170213,191.0
south africa,2019,98.0,99.0,1.010204081632653,197.0
south africa,2021,96.0,97.0,1.0104166666666667,193.0
south korea,2008,100.0,100.0,1.0,200.0
south sudan,2008,44.0,30.0,0.6818181818181818,74.0
spain,1991,100.0,100.0,1.0,200.0
spain,2004,100.0,100.0,1.0,200.0
spain,2005,100.0,100.0,1.0,200.0
spain,2006,100.0,99.0,0.99,199.0
spain,2007,100.0,100.0,1.0,200.0
spain,2008,100.0,100.0,1.0,200.0
spain,2009,100.0,100.0,1.0,200.0
spain,2010,100.0,100.0,1.0,200.0
spain,2011,100.0,100.0,1.0,200.0
spain,2012,100.0,100.0,1.0,200.0
spain,2013,100.0,100.0,1.0,200.0
spain,2014,100.0,100.0,1.0,200.0
spain,2015,100.0,100.0,1.0,200.0
spain,2016,100.0,100.0,1.0,200.0
spain,2018,100.0,100.0,1.0,200.0
spain,2020,99.0,100.0,1.0101010101010102,199.0
spain,2021,100.0,100.0,1.0,200.0
sri lanka,2001,95.0,96.0,1.0105263157894737,191.0
sri lanka,2006,97.0,98.0,1.0103092783505154,195.0
sri lanka,2008,97.0,99.0,1.0206185567010309,196.0
sri lanka,2010,98.0,99.0,1.010204081632653,197.0
sri lanka,2016,98.0,99.0,1.010204081632653,197.0
sri lanka,2017,99.0,99.0,1.0,198.0
sri lanka,2018,99.0,99.0,1.0,198.0
sri lanka,2019,99.0,99.0,1.0,198.0
sri lanka,2020,99.0,99.0,1.0,198.0
sri lanka,2021,99.0,99.0,1.0,198.0
sri lanka,2022,98.0,99.0,1.010204081632653,197.0
sri lanka,2023,99.0,99.0,1.0,198.0
sudan,2000,86.0,72.0,0.8372093023255814,158.0
sudan,2008,69.0,63.0,0.9130434782608695,132.0
suriname,2004,96.0,94.0,0.9791666666666666,190.0
suriname,2008,99.0,99.0,1.0,198.0
suriname,2010,98.0,99.0,1.010204081632653,197.0
suriname,2012,98.0,97.0,0.9897959183673469,195.0
suriname,2018,97.44166,97.9577,1.005295886790106,195.39936
syria,2002,97.0,93.0,0.9587628865979382,190.0
syria,2004,95.0,90.0,0.9473684210526315,185.0
syria,2021,98.0,98.0,1.0,196.0
tajikistan,2000,100.0,100.0,1.0,200.0
tajikistan,2017,100.0,96.42241,0.9642241,196.42241
tanzania,2002,81.0,76.0,0.9382716049382716,157.0
tanzania,2012,87.0,85.0,0.9770114942528736,172.0
tanzania,2015,87.0,85.0,0.9770114942528736,172.0
tanzania,2022,88.81121,85.12921,0.9585412697338546,173.94042000000002
thailand,2000,98.0,98.0,1.0,196.0
thailand,2005,98.0,98.0,1.0,196.0
thailand,2010,97.0,97.0,1.0,194.0
thailand,2013,98.0,99.0,1.010204081632653,197.0
thailand,2015,98.0,98.0,1.0,196.0
thailand,2016,97.36126,97.63726,1.0028348030828689,194.99851999999998
thailand,2018,98.0,99.0,1.010204081632653,197.0
thailand,2019,98.46694,98.57724,1.0011201729230137,197.04417999999998
thailand,2022,97.94499,98.42796,1.0049310332258954,196.37295
togo,2000,84.0,64.0,0.7619047619047619,148.0
togo,2006,85.0,68.0,0.8,153.0
togo,2009,88.0,75.0,0.8522727272727273,163.0
togo,2011,87.0,73.0,0.8390804597701149,160.0
togo,2014,88.61,67.68,0.7637964112402664,156.29000000000002
togo,2015,90.0,78.0,0.8666666666666667,168.0
togo,2017,89.43568,74.7365,0.8356452368897961,164.17218000000003
togo,2019,92.0,84.0,0.9130434782608695,176.0
togo,2022,93.32553,87.65002,0.9391858797908782,180.97555
tonga,1996,99.0,99.0,1.0,198.0
tonga,2006,99.0,100.0,1.0101010101010102,199.0
tonga,2011,99.0,100.0,1.0101010101010102,199.0
tonga,2016,98.0,98.0,1.0,196.0
tonga,2019,99.91556,99.87335,0.9995775432775436,199.78891
trinidad and tobago,1990,99.0,99.0,1.0,198.0
trinidad and tobago,2022,89.05,99.7281,1.1199112857944975,188.7781
tunisia,2004,96.0,92.0,0.9583333333333334,188.0
tunisia,2007,98.0,95.0,0.9693877551020408,193.0
tunisia,2008,98.0,95.0,0.9693877551020408,193.0
tunisia,2010,98.0,96.0,0.9795918367346939,194.0
tunisia,2011,98.0,96.0,0.9795918367346939,194.0
tunisia,2012,98.0,96.0,0.9795918367346939,194.0
tunisia,2014,97.0,96.0,0.9896907216494846,193.0
tunisia,2018,98.38471,97.53666,0.991380266303575,195.92137
tunisia,2019,97.0,97.0,1.0,194.0
tunisia,2021,98.83691,99.05225,1.0021787407153866,197.88916
tunisia,2023,98.1943,98.12705,0.9993151333631382,196.32135
turkey,1990,97.0,88.0,0.9072164948453608,185.0
turkey,2004,98.0,93.0,0.9489795918367347,191.0
turkey,2005,98.0,94.0,0.9591836734693877,192.0
turkey,2006,98.0,94.0,0.9591836734693877,192.0
turkey,2007,99.0,94.0,0.9494949494949495,193.0
turkey,2009,99.0,97.0,0.9797979797979798,196.0
turkey,2010,99.0,97.0,0.9797979797979798,196.0
turkey,2011,99.0,98.0,0.98989898989899,197.0
turkey,2012,100.0,98.0,0.98,198.0
turkey,2013,100.0,99.0,0.99,199.0
turkey,2014,100.0,99.0,0.99,199.0
turkey,2015,100.0,99.0,0.99,199.0
turkey,2016,100.0,99.0,0.99,199.0
turkey,2017,100.0,100.0,1.0,200.0
turkey,2018,100.0,98.8,0.988,198.8
turkey,2019,100.0,100.0,1.0,200.0
turkey,2021,100.0,100.0,1.0,200.0
turkey,2022,92.57,91.87,0.9924381549097981,184.44
turkmenistan,1995,100.0,100.0,1.0,200.0
turks and caicos islands,2020,99.88,100.0,1.001201441730076,199.88
tuvalu,2019,99.09656,98.50764,0.9940571095505232,197.6042
uganda,1991,77.0,63.0,0.8181818181818182,140.0
uganda,2002,86.0,76.0,0.8837209302325582,162.0
uganda,2006,87.0,81.0,0.9310344827586207,168.0
uganda,2010,90.0,85.0,0.9444444444444444,175.0
uganda,2012,86.0,82.0,0.9534883720930233,168.0
uganda,2016,81.41776,78.18981,0.96035324479573,159.60757
ukraine,2001,100.0,100.0,1.0,200.0
united arab emirates,2005,94.0,97.0,1.0319148936170213,191.0
united arab emirates,2019,98.0,99.0,1.010204081632653,197.0
united arab emirates,2021,100.0,100.0,1.0,200.0
united arab emirates,2022,100.0,100.0,1.0,200.0
united arab emirates,2023,100.0,100.0,1.0,200.0
uruguay,1996,98.0,99.0,1.010204081632653,197.0
uruguay,2006,98.0,99.0,1.010204081632653,197.0
uruguay,2007,98.0,99.0,1.010204081632653,197.0
uruguay,2008,98.6,99.2,1.0060851926977687,197.8
uruguay,2009,98.6,99.3,1.0070993914807302,197.89999999999998
uruguay,2010,98.4,99.2,1.008130081300813,197.60000000000002
uruguay,2011,98.6,99.1,1.0050709939148073,197.7
uruguay,2012,98.6,99.3,1.0070993914807302,197.89999999999998
uruguay,2013,98.6,99.3,1.0070993914807302,197.89999999999998
uruguay,2014,98.3,99.4,1.0111902339776195,197.7
uruguay,2015,98.6,99.2,1.0060851926977687,197.8
uruguay,2016,98.9,99.4,1.0050556117290192,198.3
uruguay,2017,98.6,99.3,1.0070993914807302,197.89999999999998
uruguay,2018,98.6,99.2,1.0060851926977687,197.8
uruguay,2019,98.7,99.3,1.006079027355623,198.0
uruguay,2021,99.1,99.2,1.0010090817356208,198.3
uruguay,2022,98.9,99.4,1.0050556117290192,198.3
uruguay,2023,98.7,99.4,1.0070921985815604,198.10000000000002
uzbekistan,2000,100.0,100.0,1.0,200.0
uzbekistan,2013,100.0,100.0,1.0,200.0
uzbekistan,2014,100.0,100.0,1.0,200.0
uzbekistan,2015,100.0,100.0,1.0,200.0
uzbekistan,2016,100.0,100.0,1.0,200.0
uzbekistan,2018,100.0,100.0,1.0,200.0
uzbekistan,2019,100.0,100.0,1.0,200.0
uzbekistan,2021,100.0,100.0,1.0,200.0
uzbekistan,2022,100.0,100.0,1.0,200.0
vanuatu,2023,93.36447,94.51224,1.012293434536714,187.87671
venezuela,1990,95.0,96.0,1.0105263157894737,191.0
venezuela,2000,96.9,98.2,1.0134158926728587,195.10000000000002
venezuela,2001,97.0,98.3,1.01340206185567,195.3
venezuela,2002,97.2,98.4,1.0123456790123457,195.60000000000002
venezuela,2003,97.2,98.5,1.0133744855967077,195.7
venezuela,2004,97.7,98.6,1.0092118730808597,196.3
venezuela,2005,97.6,98.5,1.0092213114754098,196.1
venezuela,2006,97.8,98.8,1.0102249488752557,196.6
venezuela,2007,98.0,98.8,1.0081632653061223,196.8
venezuela,2008,98.1,98.9,1.0081549439347606,197.0
venezuela,2009,98.3,98.8,1.005086469989827,197.1
venezuela,2010,98.1,98.8,1.0071355759429155,196.89999999999998
venezuela,2011,98.3,99.0,1.007121057985758,197.3
venezuela,2012,98.6,99.1,1.0050709939148073,197.7
venezuela,2013,98.5,98.9,1.0040609137055838,197.4
venezuela,2014,98.6,99.2,1.0060851926977687,197.8
venezuela,2015,99.0,99.0,1.0,198.0
